SEER_Draw	Stage	Index	alive_start	died	lost	css_i	css_c
Anus	I	127	256	0	4	1	0.8563218909241764
Anus	I	128	252	0	4	1	0.8563218909241764
Anus	I	129	248	0	8	1	0.8563218909241764
Anus	I	130	240	0	5	1	0.8563218909241764
Anus	I	131	235	0	6	1	0.8563218909241764
Anus	I	132	229	0	4	1	0.8563218909241764
Anus	I	133	225	0	7	1	0.8563218909241764
Anus	I	134	218	0	4	1	0.8563218909241764
Anus	I	135	214	0	9	1	0.8563218909241764
Anus	I	136	205	0	2	1	0.8563218909241764
Anus	I	137	203	0	7	1	0.8563218909241764
Anus	I	138	196	0	3	1	0.8563218909241764
Anus	I	139	193	0	7	1	0.8563218909241764
Anus	I	140	186	0	10	1	0.8563218909241764
Anus	I	141	176	0	10	1	0.8563218909241764
Anus	I	142	166	0	4	1	0.8563218909241764
Anus	I	143	162	0	3	1	0.8563218909241764
Anus	I	144	159	0	5	1	0.8563218909241764
Anus	I	145	154	0	6	1	0.8563218909241764
Anus	I	146	148	0	6	1	0.8563218909241764
Anus	I	147	142	0	10	1	0.8563218909241764
Anus	I	148	132	0	4	1	0.8563218909241764
Anus	I	149	128	0	5	1	0.8563218909241764
Anus	I	150	123	0	3	1	0.8563218909241764
Anus	I	151	120	0	7	1	0.8563218909241764
Anus	I	152	113	0	5	1	0.8563218909241764
Anus	I	153	108	0	4	1	0.8563218909241764
Anus	I	154	104	1	3	0.9903846153846154	0.848088026588367
Anus	I	155	100	0	4	1	0.848088026588367
Anus	I	156	96	0	6	1	0.848088026588367
Anus	I	157	90	0	4	1	0.848088026588367
Anus	I	158	86	0	7	1	0.848088026588367
Anus	I	159	79	0	7	1	0.848088026588367
Anus	I	160	72	0	8	1	0.848088026588367
Anus	I	161	64	0	2	1	0.848088026588367
Anus	I	162	62	0	5	1	0.848088026588367
Anus	I	163	57	0	4	1	0.848088026588367
Anus	I	164	53	0	5	1	0.848088026588367
Anus	I	165	48	0	4	1	0.848088026588367
Anus	I	166	44	0	8	1	0.848088026588367
Anus	I	167	36	0	4	1	0.848088026588367
Anus	I	168	32	0	8	1	0.848088026588367
Anus	I	169	24	0	8	1	0.848088026588367
Anus	I	170	16	0	4	1	0.848088026588367
Anus	I	171	12	0	5	1	0.848088026588367
Anus	I	172	7	0	1	1	0.848088026588367
Anus	I	173	6	0	3	1	0.848088026588367
Anus	I	174	3	0	1	1	0.848088026588367
Anus	I	175	2	0	0	1	0.848088026588367
Anus	I	176	2	0	0	1	0.848088026588367
Anus	I	177	2	0	0	1	0.848088026588367
Anus	I	178	2	0	0	1	0.848088026588367
Anus	I	179	2	0	2	1	0.848088026588367
Anus	II	1	1131	1	6	0.9991158267020336	0.9991158267020336
Anus	II	2	1124	5	4	0.9955516014234875	0.9946713612807612
Anus	II	3	1115	6	5	0.9946188340807175	0.9893188696505508
Anus	II	4	1104	5	3	0.9954710144927537	0.9848382588278581
Anus	II	5	1096	6	5	0.9945255474452555	0.9794468085058078
Anus	II	6	1085	5	3	0.9953917050691244	0.9749332287431083
Anus	II	7	1077	3	5	0.9972144846796658	0.9722175372981414
Anus	II	8	1069	4	6	0.9962581852198317	0.9685796793475404
Anus	II	9	1059	2	5	0.9981114258734656	0.9667504448256375
Anus	II	10	1052	5	1	0.9952471482889734	0.9621556233198123
Anus	II	11	1046	4	6	0.9961759082217974	0.9584762519113236
Anus	II	12	1036	7	8	0.9932432432432432	0.9520000610200309
Anus	II	13	1021	5	0	0.9951028403525954	0.9473379647368769
Anus	II	14	1016	4	3	0.9960629921259843	0.9436082877103538
Anus	II	15	1009	4	3	0.9960356788899901	0.9398675214558033
Anus	II	16	1002	10	3	0.9900199600798403	0.9304876060720129
Anus	II	17	989	3	5	0.9969666329625885	0.927665095639034
Anus	II	18	981	8	2	0.9918450560652395	0.9201000387938635
Anus	II	19	971	4	6	0.995880535530381	0.9163097193755572
Anus	II	20	961	5	0	0.9947970863683663	0.9115422390458195
Anus	II	21	956	4	5	0.99581589958159	0.9077282547820296
Anus	II	22	947	5	3	0.9947201689545935	0.9029356029616388
Anus	II	23	939	6	1	0.9936102236421726	0.8971660463931938
Anus	II	24	932	3	3	0.9967811158798283	0.8942781728533016
Anus	II	25	926	6	1	0.9935205183585313	0.8884837138499324
Anus	II	26	919	1	1	0.998911860718172	0.8875169198196278
Anus	II	27	917	4	3	0.9956379498364231	0.8836455264943512
Anus	II	28	910	4	0	0.9956043956043956	0.8797613703339365
Anus	II	29	906	3	1	0.9966887417218543	0.8768482532136255
Anus	II	30	902	2	2	0.9977827050997783	0.8749040220535066
Anus	II	31	898	1	0	0.9988864142538976	0.8739297414053402
Anus	II	32	897	3	1	0.9966555183946488	0.8710068994608406
Anus	II	33	893	4	0	0.9955207166853304	0.8671054127891236
Anus	II	34	889	1	2	0.9988751406074241	0.8661300411211944
Anus	II	35	886	3	3	0.9966139954853274	0.8631973208916645
Anus	II	36	880	3	1	0.9965909090909091	0.860254602752261
Anus	II	37	876	2	1	0.997716894977169	0.8582905511478038
Anus	II	38	873	4	2	0.995418098510882	0.8543579483934038
Anus	II	39	867	4	2	0.9953863898500577	0.850416273891012
Anus	II	40	861	0	2	1	0.850416273891012
Anus	II	41	859	3	4	0.9965075669383003	0.8474462519798677
Anus	II	42	852	3	2	0.9964788732394366	0.8444622863038822
Anus	II	43	847	3	2	0.9964580873671782	0.841471274664081
Anus	II	44	842	4	2	0.995249406175772	0.8374737864233964
Anus	II	45	836	0	4	1	0.8374737864233964
Anus	II	46	832	1	3	0.9987980769230769	0.836467207353176
Anus	II	47	828	4	2	0.9951690821256038	0.8324263029698273
Anus	II	48	822	1	5	0.9987834549878345	0.831413618902954
Anus	II	49	816	2	3	0.9975490196078431	0.8293758404252507
Anus	II	50	811	3	5	0.9963008631319359	0.826307865676452
Anus	II	51	803	2	7	0.9975093399750934	0.8242498137071458
Anus	II	52	794	1	5	0.9987405541561712	0.8232117157049956
Anus	II	53	788	0	6	1	0.8232117157049956
Anus	II	54	782	1	2	0.9987212276214834	0.8221590153012809
Anus	II	55	779	2	3	0.9974326059050064	0.8200482091002506
Anus	II	56	774	1	7	0.9987080103359173	0.8189887152900435
Anus	II	57	766	0	1	1	0.8189887152900435
Anus	II	58	765	0	1	1	0.8189887152900435
Anus	II	59	764	0	6	1	0.8189887152900435
Anus	II	60	758	0	2	1	0.8189887152900435
Anus	II	61	756	1	7	0.9986772486772487	0.8179053968835752
Anus	II	62	748	3	5	0.9959893048128342	0.8146250276447373
Anus	II	63	740	2	4	0.9972972972972973	0.8124233383808327
Anus	II	64	734	0	5	1	0.8124233383808327
Anus	II	65	729	0	8	1	0.8124233383808327
Anus	II	66	721	0	7	1	0.8124233383808327
Anus	II	67	714	1	5	0.9985994397759104	0.8112854905679744
Anus	II	68	708	0	14	1	0.8112854905679744
Anus	II	69	694	0	12	1	0.8112854905679744
Anus	II	70	682	3	9	0.9956011730205279	0.8077167860640097
Anus	II	71	670	1	13	0.9985074626865672	0.80651123862212315
Anus	II	72	656	0	10	1	0.80651123862212315
Anus	II	73	646	0	15	1	0.80651123862212315
Anus	II	74	631	0	12	1	0.80651123862212315
Anus	II	75	619	0	7	1	0.80651123862212315
Anus	II	76	612	0	11	1	0.80651123862212315
Anus	II	77	601	1	8	0.9983361064891847	0.8051692898057802
Anus	II	78	592	3	7	0.9949324324324325	0.801089040026359
Anus	II	79	582	0	6	1	0.801089040026359
Anus	II	80	576	1	13	0.9982638888888888	0.7996982604429799
Anus	II	81	562	0	12	1	0.7996982604429799
Anus	II	82	550	0	9	1	0.7996982604429799
Anus	II	83	541	2	2	0.9963031423290203	0.7967418897943921
Anus	II	84	537	0	9	1	0.7967418897943921
Anus	II	85	528	0	14	1	0.7967418897943921
Anus	II	86	514	1	9	0.9980544747081712	0.7951918082967376
Anus	II	87	504	0	12	1	0.7951918082967376
Anus	II	88	492	0	12	1	0.7951918082967376
Anus	II	89	480	2	10	0.9958333333333333	0.7918785090955013
Anus	II	90	468	2	12	0.9957264957264957	0.7884944129027854
Anus	II	91	454	0	11	1	0.7884944129027854
Anus	II	92	443	0	8	1	0.7884944129027854
Anus	II	93	435	2	13	0.9954022988505747	0.7848691512342669
Anus	II	94	420	0	9	1	0.7848691512342669
Anus	II	95	411	0	8	1	0.7848691512342669
Anus	II	96	403	1	4	0.9975186104218362	0.7829215851021719
Anus	II	97	398	0	12	1	0.7829215851021719
Anus	II	98	386	0	8	1	0.7829215851021719
Anus	II	99	378	0	9	1	0.7829215851021719
Anus	II	100	369	1	7	0.997289972899729	0.7807998463891579
Anus	II	101	361	0	5	1	0.7807998463891579
Anus	II	102	356	0	9	1	0.7807998463891579
Anus	II	103	347	1	12	0.9971181556195965	0.7785497027396214
Anus	II	104	334	0	10	1	0.7785497027396214
Anus	II	105	324	0	9	1	0.7785497027396214
Anus	II	106	315	0	4	1	0.7785497027396214
Anus	II	107	311	1	12	0.9967845659163987	0.7760463274896547
Anus	II	108	298	0	9	1	0.7760463274896547
Anus	II	109	289	0	6	1	0.7760463274896547
Anus	II	110	283	0	7	1	0.7760463274896547
Anus	II	111	276	0	7	1	0.7760463274896547
Anus	II	112	269	0	5	1	0.7760463274896547
Anus	II	113	264	0	4	1	0.7760463274896547
Anus	II	114	260	1	2	0.9961538461538462	0.7730615339223869
Anus	II	115	257	1	8	0.9961089494163424	0.770053512389615
Anus	II	116	248	0	6	1	0.770053512389615
Anus	II	117	242	0	4	1	0.770053512389615
Anus	II	118	238	0	7	1	0.770053512389615
Anus	II	119	231	0	6	1	0.770053512389615
Anus	II	120	225	0	6	1	0.770053512389615
Anus	II	121	219	0	5	1	0.770053512389615
Anus	II	122	214	0	3	1	0.770053512389615
Anus	II	123	211	1	9	0.995260663507109	0.766403969676868
Anus	II	124	201	0	5	1	0.766403969676868
Anus	II	125	196	0	5	1	0.766403969676868
Anus	II	126	191	1	2	0.9947643979057592	0.7623913834481932
Anus	II	127	188	0	7	1	0.7623913834481932
Anus	II	128	181	0	2	1	0.7623913834481932
Anus	II	129	179	1	5	0.994413407821229	0.7581322137082592
Anus	II	130	173	0	6	1	0.7581322137082592
Anus	II	131	167	1	4	0.9940119760479041	0.7535924998537187
Anus	II	132	162	0	5	1	0.7535924998537187
Anus	II	133	157	0	6	1	0.7535924998537187
Anus	II	134	151	0	4	1	0.7535924998537187
Anus	II	135	147	0	8	1	0.7535924998537187
Anus	II	136	139	0	4	1	0.7535924998537187
Anus	II	137	135	0	7	1	0.7535924998537187
Anus	II	138	128	1	1	0.9921875	0.7477050584486115
Anus	II	139	126	0	4	1	0.7477050584486115
Anus	II	140	122	2	7	0.9836065573770492	0.7354475984740441
Anus	II	141	113	0	5	1	0.7354475984740441
Anus	II	142	108	0	3	1	0.7354475984740441
Anus	II	143	105	1	4	0.9904761904761905	0.7284433356314342
Anus	II	144	100	0	4	1	0.7284433356314342
Anus	II	145	96	0	10	1	0.7284433356314342
Anus	II	146	86	0	4	1	0.7284433356314342
Anus	II	147	82	0	2	1	0.7284433356314342
Anus	II	148	80	0	2	1	0.7284433356314342
Anus	II	149	78	0	3	1	0.7284433356314342
Anus	II	150	75	0	4	1	0.7284433356314342
Anus	II	151	71	0	3	1	0.7284433356314342
Anus	II	152	68	0	7	1	0.7284433356314342
Anus	II	153	61	0	3	1	0.7284433356314342
Anus	II	154	58	0	5	1	0.7284433356314342
Anus	II	155	53	0	0	1	0.7284433356314342
Anus	II	156	53	0	7	1	0.7284433356314342
Anus	II	157	46	1	2	0.9782608695652174	0.7126076109437943
Anus	II	158	43	0	1	1	0.7126076109437943
Anus	II	159	42	0	3	1	0.7126076109437943
Anus	II	160	39	0	4	1	0.7126076109437943
Anus	II	161	35	0	5	1	0.7126076109437943
Anus	II	162	30	0	3	1	0.7126076109437943
Anus	II	163	27	0	1	1	0.7126076109437943
Anus	II	164	26	0	4	1	0.7126076109437943
Anus	II	165	22	0	3	1	0.7126076109437943
Anus	II	166	19	0	6	1	0.7126076109437943
Anus	II	167	13	0	2	1	0.7126076109437943
Anus	II	168	11	0	2	1	0.7126076109437943
Anus	II	169	9	0	3	1	0.7126076109437943
Anus	II	170	6	0	2	1	0.7126076109437943
Anus	II	171	4	0	0	1	0.7126076109437943
Anus	II	172	4	0	0	1	0.7126076109437943
Anus	II	173	4	0	0	1	0.7126076109437943
Anus	II	174	4	0	1	1	0.7126076109437943
Anus	II	175	3	0	1	1	0.7126076109437943
Anus	II	176	2	0	0	1	0.7126076109437943
Anus	II	177	2	0	0	1	0.7126076109437943
Anus	II	178	2	0	0	1	0.7126076109437943
Anus	II	179	2	0	2	1	0.7126076109437943
Anus	III	1	703	2	2	0.9971550497866287	0.9971550497866287
Anus	III	2	699	4	1	0.994277539341917	0.9914488692442159
Anus	III	3	694	5	2	0.9927953890489913	0.9843058658634939
Anus	III	4	687	3	1	0.9956331877729258	0.9800075869732603
Anus	III	5	683	1	3	0.9985358711566618	0.9785727295984824
Anus	III	6	679	10	2	0.9852724594992637	0.9641607600904046
Anus	III	7	667	3	2	0.9955022488755623	0.9598242049475694
Anus	III	8	662	4	3	0.9939577039274925	0.954024662923717
Anus	III	9	655	6	4	0.9908396946564886	0.9452855057060952
Anus	III	10	645	5	3	0.9922480620155039	0.9379577110882185
Anus	III	11	637	6	1	0.9905808477237049	0.9291229445787533
Anus	III	12	630	12	2	0.9809523809523809	0.9114253646820152
Anus	III	13	616	9	3	0.9853896103896104	0.8981090850032194
Anus	III	14	604	10	0	0.9834437086092715	0.8832397292912456
Anus	III	15	594	9	2	0.9848484848484849	0.8698573091504692
Anus	III	16	583	11	4	0.9811320754716981	0.8534449070910264
Anus	III	17	568	9	0	0.9841549295774648	0.8399220124364151
Anus	III	18	559	7	2	0.9874776386404294	0.8294042054828284
Anus	III	19	550	9	3	0.9836363636363636	0.8158321366658368
Anus	III	20	538	11	1	0.9795539033457249	0.7991515539459032
Anus	III	21	526	6	0	0.9885931558935361	0.790035756752604
Anus	III	22	520	10	1	0.9807692307692307	0.7748427614304385
Anus	III	23	509	8	1	0.9842829076620825	0.7626644862016693
Anus	III	24	500	13	0	0.974	0.7428352095604259
Anus	III	25	487	4	1	0.9917864476386037	0.7367338936708125
Anus	III	26	482	5	1	0.9896265560165975	0.7290914258941443
Anus	III	27	476	1	0	0.9978991596638656	0.7275597212178961
Anus	III	28	475	8	1	0.9831578947368421	0.7153060838079106
Anus	III	29	466	5	0	0.9892703862660944	0.7076311258271389
Anus	III	30	461	2	0	0.9956616052060737	0.7045611426348304
Anus	III	31	459	1	0	0.9978213507625272	0.703026151038676
Anus	III	32	458	5	1	0.9890829694323144	0.6953511930579045
Anus	III	33	452	7	1	0.9845132743362832	0.6845824798910786
Anus	III	34	444	2	0	0.9954954954954955	0.6814987750267043
Anus	III	35	442	2	1	0.995475113122172	0.6784150701623302
Anus	III	36	439	3	2	0.9931662870159453	0.6737789762887835
Anus	III	37	434	5	1	0.988479262672811	0.6660165456863781
Anus	III	38	428	3	0	0.9929906542056075	0.6613482054128754
Anus	III	39	425	1	0	0.9976470588235294	0.6597920919883746
Anus	III	40	424	3	0	0.9929245283018868	0.6551237517148719
Anus	III	41	421	2	1	0.995249406175772	0.6520115248658702
Anus	III	42	418	1	0	0.9976076555023924	0.6504516886819806
Anus	III	43	417	5	1	0.988009592326139	0.6426525077625324
Anus	III	44	411	3	0	0.9927007299270073	0.6379616135452876
Anus	III	45	408	1	1	0.9975490196078431	0.6363979821395394
Anus	III	46	406	0	1	1	0.6363979821395394
Anus	III	47	405	4	1	0.9901234567901235	0.63011256997026
Anus	III	48	400	3	2	0.9925	0.625386725695483
Anus	III	49	395	2	3	0.9949367088607595	0.6222202106286705
Anus	III	50	390	2	2	0.9948717948717949	0.6190293377536517
Anus	III	51	386	0	1	1	0.6190293377536517
Anus	III	52	385	0	0	1	0.6190293377536517
Anus	III	53	385	1	0	0.9974025974025974	0.6174214693439019
Anus	III	54	384	2	0	0.9947916666666666	0.6142057325244024
Anus	III	55	382	0	2	1	0.6142057325244024
Anus	III	56	380	2	1	0.9947368421052631	0.610973070774274
Anus	III	57	377	2	1	0.9946949602122016	0.607731834324543
Anus	III	58	374	3	2	0.9919786096256684	0.6028569800385173
Anus	III	59	369	1	3	0.997289972899729	0.6012232212850254
Anus	III	60	365	0	1	1	0.6012232212850254
Anus	III	61	364	2	0	0.9945054945054945	0.5979197969922505
Anus	III	62	362	0	0	1	0.5979197969922505
Anus	III	63	362	2	3	0.994475138121547	0.5946163726994756
Anus	III	64	357	1	3	0.9971988795518207	0.592950780619085
Anus	III	65	353	0	5	1	0.592950780619085
Anus	III	66	348	3	0	0.9913793103448276	0.5878391359585756
Anus	III	67	345	1	3	0.9971014492753624	0.5861352544050725
Anus	III	68	341	2	6	0.9941348973607038	0.5826975109774768
Anus	III	69	333	0	4	1	0.5826975109774768
Anus	III	70	329	0	4	1	0.5826975109774768
Anus	III	71	325	0	3	1	0.5826975109774768
Anus	III	72	322	0	6	1	0.5826975109774768
Anus	III	73	316	1	9	0.9968354430379747	0.5808535315123582
Anus	III	74	306	0	4	1	0.5808535315123582
Anus	III	75	302	3	5	0.9900662251655629	0.5750834633185268
Anus	III	76	294	1	11	0.9965986394557823	0.5731273971167631
Anus	III	77	282	1	7	0.9964539007092199	0.5710950304603207
Anus	III	78	274	0	6	1	0.5710950304603207
Anus	III	79	268	0	5	1	0.5710950304603207
Anus	III	80	263	0	8	1	0.5710950304603207
Anus	III	81	255	0	4	1	0.5710950304603207
Anus	III	82	251	0	5	1	0.5710950304603207
Anus	III	83	246	1	1	0.9959349593495935	0.5687735059462544
Anus	III	84	244	2	4	0.9918032786885246	0.5641114280286621
Anus	III	85	238	0	4	1	0.5641114280286621
Anus	III	86	234	0	3	1	0.5641114280286621
Anus	III	87	231	0	4	1	0.5641114280286621
Anus	III	88	227	0	8	1	0.5641114280286621
Anus	III	89	219	0	1	1	0.5641114280286621
Anus	III	90	218	0	1	1	0.5641114280286621
Anus	III	91	217	0	4	1	0.5641114280286621
Anus	III	92	213	0	3	1	0.5641114280286621
Anus	III	93	210	0	4	1	0.5641114280286621
Anus	III	94	206	0	5	1	0.5641114280286621
Anus	III	95	201	0	2	1	0.5641114280286621
Anus	III	96	199	1	7	0.9949748743718593	0.5612766972345482
Anus	III	97	191	0	6	1	0.5612766972345482
Anus	III	98	185	0	7	1	0.5612766972345482
Anus	III	99	178	1	3	0.9943820224719101	0.5581234573624441
Anus	III	100	174	0	5	1	0.5581234573624441
Anus	III	101	169	1	2	0.9940828402366864	0.5548209516975775
Anus	III	102	166	0	4	1	0.5548209516975775
Anus	III	103	162	0	3	1	0.5548209516975775
Anus	III	104	159	0	5	1	0.5548209516975775
Anus	III	105	154	0	3	1	0.5548209516975775
Anus	III	106	151	0	7	1	0.5548209516975775
Anus	III	107	144	0	3	1	0.5548209516975775
Anus	III	108	141	0	4	1	0.5548209516975775
Anus	III	109	137	0	4	1	0.5548209516975775
Anus	III	110	133	0	3	1	0.5548209516975775
Anus	III	111	130	0	1	1	0.5548209516975775
Anus	III	112	129	1	0	0.9922480620155039	0.5505200140875187
Anus	III	113	128	0	3	1	0.5505200140875187
Anus	III	114	125	1	3	0.992	0.5461158539748185
Anus	III	115	121	0	5	1	0.5461158539748185
Anus	III	116	116	0	2	1	0.5461158539748185
Anus	III	117	114	0	1	1	0.5461158539748185
Anus	III	118	113	0	4	1	0.5461158539748185
Anus	III	119	109	0	3	1	0.5461158539748185
Anus	III	120	106	0	5	1	0.5461158539748185
Anus	III	121	101	0	3	1	0.5461158539748185
Anus	III	122	98	0	5	1	0.5461158539748185
Anus	III	123	93	0	0	1	0.5461158539748185
Anus	III	124	93	0	2	1	0.5461158539748185
Anus	III	125	91	0	1	1	0.5461158539748185
Anus	III	126	90	0	2	1	0.5461158539748185
Anus	III	127	88	0	4	1	0.5461158539748185
Anus	III	128	84	0	1	1	0.5461158539748185
Anus	III	129	83	0	5	1	0.5461158539748185
Anus	III	130	78	0	2	1	0.5461158539748185
Anus	III	131	76	0	3	1	0.5461158539748185
Anus	III	132	73	0	2	1	0.5461158539748185
Anus	III	133	71	0	2	1	0.5461158539748185
Anus	III	134	69	0	5	1	0.5461158539748185
Anus	III	135	64	0	1	1	0.5461158539748185
Anus	III	136	63	0	1	1	0.5461158539748185
Anus	III	137	62	0	4	1	0.5461158539748185
Anus	III	138	58	0	1	1	0.5461158539748185
Anus	III	139	57	0	3	1	0.5461158539748185
