SEER_Draw	Stage	Index	alive_start	died	lost	css_i	css_c
Anus	II	20	2625	12	7	0.9954285714285714	0.9079453563225496
Anus	II	21	2606	16	11	0.9938603223330775	0.90237086449555
Anus	II	22	2579	9	8	0.9965102753005041	0.8992218386016144
Anus	II	23	2562	12	8	0.9953161592505855	0.8950100267112088
Anus	II	24	2542	16	3	0.993705743509048	0.8893766040411145
Anus	II	25	2523	4	5	0.998414585810543	0.8879665737532967
Anus	II	26	2514	9	6	0.9964200477326969	0.8847876958042992
Anus	II	27	2499	8	4	0.9967987194877951	0.8819552421962822
Anus	II	28	2487	4	9	0.9983916365098512	0.8805367375847883
Anus	II	29	2474	9	10	0.9963621665319321	0.8773334915709391
Anus	II	30	2455	6	7	0.9975560081466395	0.8751892956648594
Anus	II	31	2442	7	8	0.9971334971334971	0.8726805630401033
Anus	II	32	2427	5	5	0.9979398434281005	0.8708827044429873
Anus	II	33	2417	3	6	0.9987587918907737	0.8698017577680477
Anus	II	34	2408	4	6	0.9983388704318937	0.8683569043498284
Anus	II	35	2398	5	7	0.9979149291075896	0.8665463186443451
Anus	II	36	2386	9	13	0.9962279966471081	0.8632777030249824
Anus	II	37	2364	7	6	0.9970389170896785	0.8607214661716935
Anus	II	38	2351	4	7	0.9982985963419821	0.8592570315206146
Anus	II	39	2340	4	5	0.9982905982905983	0.8577882160821177
Anus	II	40	2331	5	13	0.9978549978549979	0.8559482585186641
Anus	II	41	2313	6	4	0.9974059662775616	0.8537278998714043
Anus	II	42	2303	2	6	0.9991315675206253	0.8529864948346075
Anus	II	43	2295	4	15	0.9982570806100218	0.8514998081333708
Anus	II	44	2276	6	6	0.9973637961335676	0.8492550810469032
Anus	II	45	2264	8	7	0.9964664310954063	0.8462541797004477
Anus	II	46	2249	6	6	0.997332147621165	0.8439964984740348
Anus	II	47	2237	3	8	0.9986589181940099	0.8428646301256119
Anus	II	48	2226	5	4	0.9977538185085355	0.8409714031936136
Anus	II	49	2217	0	5	1	0.8409714031936136
Anus	II	50	2212	3	12	0.9986437613019892	0.839830845232682
Anus	II	51	2197	6	6	0.997269003186163	0.8375372698701895
Anus	II	52	2185	5	9	0.9977116704805492	0.8356207086119053
Anus	II	53	2171	5	9	0.9976969138645785	0.8336962021434301
Anus	II	54	2157	1	7	0.9995363931386184	0.8333096948638087
Anus	II	55	2149	5	10	0.99767333643555145	0.8313708635588672
Anus	II	56	2134	2	7	0.9990627928772259	0.830591696863873
Anus	II	57	2125	0	11	1	0.830591696863873
Anus	II	58	2114	4	6	0.9981078524124882	0.8290200947884447
Anus	II	59	2104	2	11	0.9990494296577946	0.8282320528732466
Anus	II	60	2091	2	21	0.9990435198469632	0.8274398653525644
Anus	II	61	2068	2	18	0.9990328820116054	0.8266396333744671
Anus	II	62	2048	5	10	0.99755859375	0.824621470207049
Anus	II	63	2033	4	17	0.9980324643384161	0.8229989980571089
Anus	II	64	2012	3	14	0.9985089463220675	0.8217718623741211
Anus	II	65	1995	4	18	0.9979949874686717	0.820124199492168
Anus	II	66	1973	3	14	0.9984794728839331	0.8188771784082974
Anus	II	67	1956	1	21	0.9994887525562373	0.8184585295440806
Anus	II	68	1934	5	22	0.9974146845915202	0.8163425560964486
Anus	II	69	1907	2	28	0.9989512323020451	0.8154864023931486
Anus	II	70	1877	2	33	0.9989344698987747	0.8146174770842588
Anus	II	71	1842	2	33	0.998914223669924	0.8137329847095744
Anus	II	72	1807	3	18	0.9983397897066962	0.8123820168323588
Anus	II	73	1786	4	27	0.9977603583426652	0.8105625722257914
Anus	II	74	1755	2	37	0.9988603988603989	0.8096388541947649
Anus	II	75	1716	2	26	0.9988344988344988	0.8086952191665658
Anus	II	76	1688	2	39	0.9988151658767772	0.8077370494756102
Anus	II	77	1647	3	32	0.9981785063752276	0.8062657615894979
Anus	II	78	1612	3	25	0.9981389578163772	0.8047652669959691
Anus	II	79	1584	0	32	1	0.8047652669959691
Anus	II	80	1552	3	41	0.9980670103092784	0.803209664031415
Anus	II	81	1508	0	32	1	0.803209664031415
Anus	II	82	1476	1	23	0.9993224932249323	0.8026654840422338
Anus	II	83	1452	0	35	1	0.8026654840422338
Anus	II	84	1417	3	32	0.9978828510938602	0.8009661216906977
Anus	II	85	1382	1	27	0.9992764109985528	0.8003865514145104
Anus	II	86	1354	3	25	0.9977843426883308	0.7986131690997073
Anus	II	87	1326	0	19	1	0.7986131690997073
Anus	II	88	1307	4	29	0.9969395562356542	0.7961690584062117
Anus	II	89	1274	0	23	1	0.7961690584062117
Anus	II	90	1251	1	29	0.9992006394884093	0.7955326323003713
Anus	II	91	1221	1	33	0.9991809991809992	0.7948810904229755
Anus	II	92	1187	1	29	0.9991575400168492	0.7942114349129309
Anus	II	93	1157	3	30	0.9974070872947277	0.7921521139926726
Anus	II	94	1124	1	30	0.9991103202846975	0.7914473523254193
Anus	II	95	1093	0	28	1	0.7914473523254193
Anus	II	96	1065	2	23	0.9981220657276996	0.789961066217766
Anus	II	97	1040	1	22	0.9990384615384615	0.7892014882694797
Anus	II	98	1017	0	18	1	0.7892014882694797
Anus	II	99	999	0	25	1	0.7892014882694797
Anus	II	100	974	0	23	1	0.7892014882694797
Anus	II	101	951	0	18	1	0.7892014882694797
Anus	II	102	933	2	28	0.9978563772775991	0.7875097380266727
Anus	II	103	903	0	23	1	0.7875097380266727
Anus	II	104	880	0	14	1	0.7875097380266727
Anus	II	105	866	2	23	0.9976905311778291	0.7856910088395441
Anus	II	106	841	1	27	0.9988109393579072	0.7847567745840868
Anus	II	107	813	0	13	1	0.7847567745840868
Anus	II	108	800	0	25	1	0.7847567745840868
Anus	II	109	775	2	20	0.9974193548387097	0.7827315958109666
Anus	II	110	753	2	20	0.99734395750332006	0.7806526274289985
Anus	II	111	731	1	12	0.9986320109439124	0.7795847031780696
Anus	II	112	718	2	22	0.9972144846796658	0.7774131580438689
Anus	II	113	694	1	21	0.9985590778097982	0.7762929661734888
Anus	II	114	672	2	16	0.9970238095238095	0.7739825704408295
Anus	II	115	654	0	21	1	0.7739825704408295
Anus	II	116	633	0	20	1	0.7739825704408295
Anus	II	117	613	0	14	1	0.7739825704408295
Anus	II	118	599	1	20	0.998330550918197	0.7726904459492755
Anus	II	119	578	0	16	1	0.7726904459492755
Anus	II	120	562	1	16	0.998220640569395	0.7713155519173372
Anus	II	121	545	0	18	1	0.7713155519173372
Anus	II	122	527	0	23	1	0.7713155519173372
Anus	II	123	504	0	13	1	0.7713155519173372
Anus	II	124	491	0	15	1	0.7713155519173372
Anus	II	125	476	1	21	0.9978991596638656	0.7696951410939815
Anus	II	126	454	0	12	1	0.7696951410939815
Anus	II	127	442	0	13	1	0.7696951410939815
Anus	II	128	429	0	9	1	0.7696951410939815
Anus	II	129	420	1	16	0.9976190476190476	0.7678625336151864
Anus	II	130	403	0	13	1	0.7678625336151864
Anus	II	131	390	0	10	1	0.7678625336151864
Anus	II	132	380	1	8	0.9973684210526316	0.7658418427372516
Anus	II	133	371	0	12	1	0.7658418427372516
Anus	II	134	359	0	8	1	0.7658418427372516
Anus	II	135	351	0	10	1	0.7658418427372516
Anus	II	136	341	1	8	0.9970674486803519	0.7635959722306908
Anus	II	137	332	1	20	0.9969879518072289	0.761295984362526
Anus	II	138	311	0	11	1	0.761295984362526
Anus	II	139	300	1	7	0.9966666666666667	0.7587583310813176
Anus	II	140	292	0	6	1	0.7587583310813176
Anus	II	141	286	0	14	1	0.7587583310813176
Anus	II	142	272	0	16	1	0.7587583310813176
Anus	II	143	256	0	12	1	0.7587583310813176
Anus	II	144	244	0	8	1	0.7587583310813176
Anus	II	145	236	0	14	1	0.7587583310813176
Anus	II	146	222	0	8	1	0.7587583310813176
Anus	II	147	214	0	9	1	0.7587583310813176
Anus	II	148	205	1	11	0.9951219512195122	0.7550570709297014
Anus	II	149	193	0	15	1	0.7550570709297014
Anus	II	150	178	0	11	1	0.7550570709297014
Anus	II	151	167	0	13	1	0.7550570709297014
Anus	II	152	154	0	9	1	0.7550570709297014
Anus	II	153	145	1	5	0.993103448275862	0.7498497807853587
Anus	II	154	139	0	12	1	0.7498497807853587
Anus	II	155	127	0	12	1	0.7498497807853587
Anus	II	156	115	0	7	1	0.7498497807853587
Anus	II	157	108	0	8	1	0.7498497807853587
Anus	II	158	100	0	10	1	0.7498497807853587
Anus	II	159	90	0	4	1	0.7498497807853587
Anus	II	160	86	0	9	1	0.7498497807853587
Anus	II	161	77	0	8	1	0.7498497807853587
Anus	II	162	69	0	6	1	0.7498497807853587
Anus	II	163	63	0	4	1	0.7498497807853587
Anus	II	164	59	0	12	1	0.7498497807853587
Anus	II	165	47	0	5	1	0.7498497807853587
Anus	II	166	42	0	8	1	0.7498497807853587
Anus	II	167	34	0	2	1	0.7498497807853587
Anus	II	168	32	0	2	1	0.7498497807853587
Anus	II	169	30	0	7	1	0.7498497807853587
Anus	II	170	23	0	6	1	0.7498497807853587
Anus	II	171	17	0	3	1	0.7498497807853587
Anus	II	172	14	0	1	1	0.7498497807853587
Anus	II	173	13	0	1	1	0.7498497807853587
Anus	II	174	12	0	0	1	0.7498497807853587
Anus	II	175	12	0	2	1	0.7498497807853587
Anus	II	176	10	0	1	1	0.7498497807853587
Anus	II	177	9	0	0	1	0.7498497807853587
Anus	II	178	9	0	0	1	0.7498497807853587
Anus	II	179	9	0	9	1	0.7498497807853587
Anus	III	1	2848	3	18	0.9989466292134831	0.9989466292134831
Anus	III	2	2827	15	7	0.994694021931376	0.9936462403071505
Anus	III	3	2805	25	4	0.9910873440285205	0.9847902132099389
Anus	III	4	2776	17	7	0.9938760806916427	0.9787594374085812
Anus	III	5	2752	23	7	0.9916424418604651	0.9705793985058205
Anus	III	6	2722	32	8	0.988243938280676	0.9591692071934818
Anus	III	7	2682	29	9	0.9891871737509321	0.9487978772126424
Anus	III	8	2644	19	9	0.9928139183055976	0.9419797381555168
Anus	III	9	2616	20	9	0.9923547400611621	0.9347780582001994
Anus	III	10	2587	20	6	0.9922690374951681	0.9275513240819142
Anus	III	11	2561	20	6	0.9921905505661851	0.9203076589192284
Anus	III	12	2535	20	5	0.9921104536489151	0.9130468489869268
Anus	III	13	2510	25	8	0.9900398406374502	0.903952756865543
Anus	III	14	2477	29	11	0.988292289059346	0.893369539284154
Anus	III	15	2437	35	7	0.9856380796060731	0.8805390370785957
Anus	III	16	2395	22	6	0.9908141962421712	0.8724505782828842
Anus	III	17	2367	21	4	0.991128010139417	0.8647102055984986
Anus	III	18	2342	21	8	0.9910333048676345	0.8569566128070518
Anus	III	19	2313	29	11	0.9874621703415478	0.8462122367709929
Anus	III	20	2273	24	7	0.9894412670479542	0.8372773077421746
Anus	III	21	2242	16	4	0.9928635147190009	0.831302090559358
Anus	III	22	2222	31	3	0.9860486048604861	0.8197042666136605
Anus	III	23	2188	26	5	0.9881170018281535	0.8099637223120356
Anus	III	24	2157	26	2	0.9879462216040797	0.8002005990945515
Anus	III	25	2129	25	4	0.9882573978393612	0.7908041618106795
Anus	III	26	2100	14	2	0.9933333333333333	0.7855321340652749
Anus	III	27	2084	21	3	0.9899232245681382	0.7776165031557879
Anus	III	28	2060	18	3	0.9912621359223301	0.7708217958466598
Anus	III	29	2039	11	2	0.9946051986267779	0.7666633653639167
Anus	III	30	2026	17	1	0.991609081934847	0.7602303558815935
Anus	III	31	2008	10	4	0.9950199203187251	0.7564443481331792
Anus	III	32	1994	16	8	0.9919759277833501	0.7503745840558819
Anus	III	33	1970	12	7	0.9939086294416244	0.7458037744068106
Anus	III	34	1951	11	6	0.9943618657098924	0.7415988325726358
Anus	III	35	1934	10	3	0.9948293691830403	0.7377642987951145
Anus	III	36	1921	8	0	0.9958355023425299	0.7346918811010171
Anus	III	37	1913	16	2	0.9916361735493988	0.7285470457128226
Anus	III	38	1895	10	3	0.9947229551451188	0.7247024702737047
Anus	III	39	1882	10	6	0.9946865037194474	0.7208517663933982
Anus	III	40	1866	9	1	0.9951768488745981	0.7173749893850699
Anus	III	41	1856	9	3	0.9951508620689655	0.7138963391132673
Anus	III	42	1844	6	1	0.9967462039045553	0.7115734659925083
Anus	III	43	1837	5	6	0.9972781709308656	0.7096366846479452
Anus	III	44	1826	9	6	0.9950711938663745	0.7061390230040068
Anus	III	45	1811	6	3	0.9966869133075649	0.703799523203883
Anus	III	46	1802	5	6	0.9972253052164262	0.7018466943381675
Anus	III	47	1791	4	4	0.9977666108319375	0.7002791975333921
Anus	III	48	1783	9	1	0.9949523275378576	0.6967444175121916
Anus	III	49	1773	2	7	0.9988719684151156	0.6959584678026459
Anus	III	50	1764	6	4	0.9965986394557823	0.6935912621298479
Anus	III	51	1754	5	9	0.9971493728620296	0.6916140920553614
Anus	III	52	1740	4	6	0.9977011494252873	0.6900241746023605
Anus	III	53	1730	5	8	0.9971098265895953	0.6880298850803884
Anus	III	54	1717	6	6	0.9965055329062318	0.6856255872874458
Anus	III	55	1705	5	12	0.9970674486803519	0.6836149550666616
Anus	III	56	1688	3	14	0.9982227488151659	0.6823999995777991
Anus	III	57	1671	4	11	0.997606223818073	0.6807664867122627
Anus	III	58	1656	2	11	0.998792270531401	0.6799443049650257
Anus	III	59	1643	2	14	0.9987827145465612	0.6791166186534432
Anus	III	60	1627	0	6	1	0.6791166186534432
Anus	III	61	1621	1	9	0.999383096853794	0.6786976694747551
Anus	III	62	1611	4	8	0.9975170701427685	0.6770125107671827
Anus	III	63	1599	4	14	0.9974984365228268	0.6753189209966582
Anus	III	64	1581	6	12	0.9962049335863378	0.6727560408410732
Anus	III	65	1563	2	12	0.9987204094689699	0.6718951885815196
Anus	III	66	1549	8	15	0.9948353776630084	0.6684251036824543
Anus	III	67	1526	2	25	0.9986893840104849	0.6675490550537748
Anus	III	68	1499	3	27	0.9979986657771848	0.6662130662844877
Anus	III	69	1469	1	26	0.9993192648059904	0.6657595516035589
Anus	III	70	1442	2	24	0.9986130374479889	0.6648361680368411
Anus	III	71	1416	1	23	0.9992937853107344	0.6643666509690184
Anus	III	72	1392	3	29	0.9978448275862069	0.6629348262902058
Anus	III	73	1360	1	29	0.9992647058823529	0.6624473742120512
Anus	III	74	1330	2	40	0.9984962406015038	0.6614512127470707
Anus	III	75	1288	1	27	0.9992236024844721	0.660937663668851
Anus	III	76	1260	1	25	0.9992063492063492	0.6604131099675264
Anus	III	77	1234	3	31	0.9975688816855753	0.6588075675607983
Anus	III	78	1200	1	21	0.9991666666666666	0.6582585612544977
Anus	III	79	1178	3	20	0.9974533106960951	0.6565821812173469
Anus	III	80	1155	1	21	0.9991341991341991	0.6560137117963796
Anus	III	81	1133	1	21	0.999117387466902	0.6554347058724639
Anus	III	82	1111	2	22	0.9981998199819982	0.6542548054118474
Anus	III	83	1087	1	18	0.9990800367985281	0.6536529150664824
Anus	III	84	1068	3	24	0.9971910112359551	0.6518168113724755
Anus	III	85	1041	2	20	0.9980787704130644	0.6505645216292046
Anus	III	86	1019	2	17	0.9980372914622179	0.6492876530882248
Anus	III	87	1000	2	16	0.998	0.6479890777820484
Anus	III	88	982	0	16	1	0.6479890777820484
Anus	III	89	966	0	19	1	0.6479890777820484
Anus	III	90	947	1	17	0.9989440337909187	0.6473048232120567
Anus	III	91	929	1	23	0.9989235737351991	0.646608047299019
Anus	III	92	905	0	15	1	0.646608047299019
Anus	III	93	890	1	18	0.998876404494382	0.6458815214031774
Anus	III	94	871	0	22	1	0.6458815214031774
Anus	III	95	849	0	19	1	0.6458815214031774
Anus	III	96	830	0	13	1	0.6458815214031774
Anus	III	97	817	1	21	0.9987760097919217	0.6450909687454012
Anus	III	98	795	2	15	0.9974842767295597	0.6434680983837775
Anus	III	99	778	0	21	1	0.6434680983837775
Anus	III	100	757	2	22	0.9973579920739762	0.6417680505677041
Anus	III	101	733	0	14	1	0.6417680505677041
Anus	III	102	719	2	24	0.9972183588317107	0.6399828821377523
Anus	III	103	693	2	18	0.9971139971139971	0.6381358896929102
Anus	III	104	673	0	16	1	0.6381358896929102
Anus	III	105	657	1	18	0.9984779299847792	0.6371646021895725
Anus	III	106	638	0	20	1	0.6371646021895725
