status	SEER_Draw	Stage	coef_a_weibull	sd_a	coef_b_weibull	sd_b	coef_lts_fraction	sd_lts	lb_lts	ub_lts	coef_recur_month	sd_recur	lb_recur	ub_recur
40-54	Breast_HR_positive	I	1.6721763304120658	0.046021177100613826	-8.933207846539279	0.08645025691271843	0.9274036747992758	0.01183435572781525	0.901892088265963	0.9452291816522335	1.3742686386452295e-6	2.9933636170790816e-6	9.099957438326674e-9	1.0915209608604202e-5
40-54	Breast_HR_positive	II	1.808980590651426	0.03692513213400194	-8.67069203297642	0.1400673148677535	0.8515579794358221	0.006002588571738993	0.8391904689854882	0.8621588879642677	3.561909557111783e-6	6.682296689276376e-6	5.170994034136734e-8	2.4492384076777684e-5
40-54	Breast_HR_positive	III	1.6166480610307936	0.029247831424666866	-7.366078969107074	0.11342786242663433	0.6439465263031094	0.00894653995789811	0.6259047645911585	0.6606750371499841	1.3674943161649348e-5	3.072717597557511e-5	6.023676590615015e-7	1.1785983826031382e-4
40-54	Breast_HR_positive	IV	1.084597714479481	0.022064204971776167	-4.353311671000103	0.07680816440177266	0.13200795684411776	0.015747759302898148	0.10285032599243443	0.16620093360687496	1.8122380784979633e-4	3.6294556364468956e-4	9.310631561687251e-6	0.0013623123625618036
55-64	Breast_HR_positive	I	1.635332983941618	0.060878012238674124	-8.87374916848687	0.12147035816545652	0.9147967276727593	0.02303197234855773	0.8487646909904807	0.938975498418402	5.465734685350416e-6	7.251235485020002e-6	1.3241686594573396e-7	2.6276547085038703e-5
55-64	Breast_HR_positive	II	1.6005183884510081	0.04055046113729353	-7.984495984952721	0.1403967419327509	0.796765872758933	0.015625071883476904	0.7610618397487622	0.8226449908059502	1.337556286113817e-5	2.12751532392493e-5	3.9056566638421206e-7	7.547799196012474e-5
55-64	Breast_HR_positive	III	1.569859200561321	0.03281187739967807	-7.139724347517593	0.1272621153204423	0.5915275169166194	0.013560541761634484	0.5674139579166152	0.6209043509141364	4.166418091386611e-5	6.227715639994878e-5	1.3963170052211008e-6	2.3493083745546785e-4
55-64	Breast_HR_positive	IV	0.9069171198100822	0.016243280665701458	-3.531820052171357	0.057324246754421763	0.0629455426573759	0.01415200185566642	0.03756584391240299	0.09561938628008458	2.4399830093433075e-4	6.408061034869917e-4	1.2474813897021923e-5	0.002520682636636116
65-74	Breast_HR_positive	I	1.563755323889269	0.054475670492902147	-8.929208576569557	0.08508647433820002	0.8388643663631211	0.04097935653773708	0.7481905524411114	0.9006308396665642	2.619203722182802e-5	1.7881693284132085e-05	7.443838742930464e-7	6.431817394619117e-5
65-74	Breast_HR_positive	II	1.4437250048501302	0.06504828145446963	-7.598075908710898	0.2140009883287845	0.7318636737567562	0.05703756880679037	0.5847032056218092	0.8077751597669631	1.1630766155666214e-4	9.280426965225997e-5	5.8604603411015974e-6	3.3287171217530716e-4
65-74	Breast_HR_positive	III	1.3682107446736118	0.042172669652076736	-6.360202572177434	0.14107456685908992	0.5186795610901838	0.04397181482648059	0.4498699464246945	0.6191651409816908	2.7667825615889806e-4	2.8003155833668003e-4	2.0757968390466897e-5	0.0010749581205959841
65-74	Breast_HR_positive	IV	0.7885584917837245	0.013426781468473363	-3.123162454432525	0.056868645765730516	0.010780251397761056	0.010234818757392614	7.790622541336093e-4	0.040090089644428034	0.0011417695476507003	9.061790818968208e-4	6.434780002082317e-5	0.003226953338076595
75-84	Breast_HR_positive	I	1.458414079080099	0.07663796333856099	-8.611439862091988	0.27500002545075547	0.6582232550326701	0.09341813277189095	0.4729785074703347	0.8329943130091214	1.28525893309479e-4	8.028208978427446e-5	1.2143158200664616e-6	2.6651291738826073e-4
75-84	Breast_HR_positive	II	1.2385394091484963	0.05347170352566903	-6.514575912579746	0.14371959838242593	0.5813395340631724	0.08646239151150116	0.4130398317762239	0.7396166703223951	2.0361685770579056e-4	1.5648111262099354e-4	4.0639269584216775e-6	5.960597901617243e-4
75-84	Breast_HR_positive	III	1.2595961513716607	0.030747914579412696	-5.521248834237632	0.12322578998306113	0.41315776140743876	0.031576798244791114	0.35170341940717764	0.480405053739932	4.013110169739924e-4	3.304502236730499e-4	1.9177251037421288e-5	0.001274635721316917
75-84	Breast_HR_positive	IV	0.7176067465381712	0.014688836108718606	-2.6327421182813087	0.058448235012526356	0.008967922595454127	0.010056480489856181	4.0867268544893747e-4	0.037841921046199496	0.00143461943599492	8.887997266326293e-4	1.3736502980066107e-4	0.0031982327475412018
40-54	Breast_HR_unknown	I	1.3588759993885067	0.21893354880991547	-7.271232526638228	0.9339295169661869	0.9300613717981299	0.03826138268606068	0.8412611484508594	0.9884162781386031	4.642289324542325e-5	7.416318920759939e-5	3.3602700815868106e-7	2.5633760458626325e-4
40-54	Breast_HR_unknown	II	1.1365446045065184	0.0857735354209208	-5.087213966199442	0.3654647299805909	0.8433150781018361	0.028899840414223957	0.7859181040836856	0.8979231765094711	1.0400949568828739e-4	1.219528107429252e-4	1.422834907237017e-6	4.404158826235518e-4
40-54	Breast_HR_unknown	III	1.1809749024042029	0.07613509218866449	-5.129500729746949	0.343253412838059	0.5133826403594577	0.055851791483147874	0.42040763940911485	0.6422611657760854	3.09812984897474e-4	4.046661937638555e-4	9.581586268170553e-6	0.001508716571271809
40-54	Breast_HR_unknown	IV	0.5578192128352775	0.0286189175005024	-1.7594490304143198	0.1000782463979623	0.047578246358294135	0.02981713966605628	0.004133944678909772	0.11708179570414641	0.0012291380353741943	9.23442524269855e-4	6.240515448285268e-5	0.0032223982245302195
55-64	Breast_HR_unknown	I	1.1572080088435603	0.24647097461524628	-6.370856522760599	1.150409482029423	0.9271256605102296	0.053329158358262796	0.7990288673398261	0.9950978477538234	1.1274507651796341e-4	1.0670120958158431e-4	8.628563324673638e-7	3.499924233265944e-4
55-64	Breast_HR_unknown	II	1.3745335802326597	0.1260079518483775	-6.313713011693807	0.5129533787354326	0.8220726177885277	0.04469715886178902	0.7188217341526485	0.897154967539289	2.0661215638722186e-4	1.755311730813723e-4	3.6977543541684573e-6	6.509397076386446e-4
55-64	Breast_HR_unknown	III	1.0764758164766648	0.08371131474065314	-4.484086713161425	0.3733115080084996	0.5990204832426959	0.06091759966668332	0.48173071634046655	0.7209925707908651	4.998443161932252e-4	4.2102611107423533e-4	1.9930527982158144e-5	0.0015834825815315362
55-64	Breast_HR_unknown	IV	0.5290508909706939	0.017187108998678945	-1.4586988121888544	0.07149840913509314	0.010781153432728105	0.011406303273252774	5.435063914593359e-4	0.04347976417987566	0.0015093996392631908	9.031450421643231e-4	1.3345619293513153e-4	0.0032367462675267113
65-74	Breast_HR_unknown	I	1.3842714759167931	0.19454798079294974	-7.9779237977286135	0.8706048546119556	0.8570741175629244	0.08897125408687169	0.6546681233621869	0.9900455253507936	1.1607887761784745e-4	1.2381861621435004e-4	6.453069040278727e-7	4.198246317998971e-4
65-74	Breast_HR_unknown	II	1.0976690742863306	0.11287889148583932	-5.08377343367491	0.4010451965908904	0.7454191908845458	0.08761042104306942	0.5004320144614334	0.8610819972664135	2.456465607353719e-4	2.4920690707444363e-4	3.5450845745580633e-6	9.230085999832986e-4
65-74	Breast_HR_unknown	III	0.9086978301325939	0.08352923893163883	-3.7093161220205486	0.35427531537191675	0.5233129346336706	0.09183548074998919	0.3002893810265416	0.6841162728901378	6.107372154986307e-4	5.539416376645926e-4	1.8639227462070737e-5	0.0021144146240439487
65-74	Breast_HR_unknown	IV	0.5094386521900767	0.010478390651079023	-1.3136784829797183	0.06077352146596902	0.014994782109758345	0.014237264093630252	6.823046212817785e-4	0.05249640246729463	0.0018056955079874784	9.057951001068918e-4	1.569053462063959e-4	0.0032520820885710484
75-84	Breast_HR_unknown	I	1.0522252921775368	0.2225403641385701	-6.28943186372856	1.1113172927568125	0.7258560725901226	0.22273945549236637	0.177205083740483	0.9870704200640096	5.016439225659404e-4	4.0335254131879794e-4	1.7359062432078888e-6	0.0012274766400277464
75-84	Breast_HR_unknown	II	0.788050959007503	0.09009429872065701	-4.21084833551048	0.5621762051988776	0.540634615390315	0.23813887332286748	0.04632563013982472	0.8770856542396617	8.016653889160393e-4	5.562432394733424e-4	8.443627166038025e-6	0.001887780505610905
75-84	Breast_HR_unknown	III	0.7192321822815468	0.0749256834272681	-2.745064369856859	0.2583796680792385	0.260750486432296	0.12842048953182314	0.015749723486931936	0.4511200283128102	0.001282922312998491	7.744730375610736e-4	3.4212366243224066e-5	0.002837238402214087
75-84	Breast_HR_unknown	IV	0.5201049018104658	0.016779975076932286	-1.1547281733283934	0.06464717227608967	0.02820892500887178	0.016524672678901977	0.0026183648835047656	0.06553678690556476	0.0021790104924590973	8.808645400437364e-4	1.728216058289602e-4	0.0032866134374994623
40-54	Cervix	I	1.7031594138243706	0.11109275585540776	-6.263955370808965	0.40508707825644286	0.9509837180108992	0.006919275752269803	0.9351260091819508	0.9627075241399686	3.912767226108656e-4	5.70646037148401e-5	2.722969021056604e-4	4.976627482110465e-4
40-54	Cervix	II	1.6601851278625528	0.05525750082062566	-5.784143032563316	0.22822271625886573	0.7376565136804213	0.01622425952421203	0.7050231374221281	0.7684047329485169	7.73718620239779e-4	1.5282771096785725e-4	4.934470544088395e-4	0.001091279575143454
40-54	Cervix	III	1.5005892729652268	0.034320627001097316	-4.889473830819332	0.12625993826029971	0.5939155166507051	0.014186817987497215	0.5664581817397766	0.6219266426523833	0.0013218144385390772	1.727523909079727e-4	0.0010030697240600399	0.0016872622761498596
40-54	Cervix	IV	1.1389925576241593	0.02696231823379114	-2.982839741010454	0.08487260243523423	0.2582163171608657	0.014845027626009841	0.23004330013696261	0.28726448158400203	0.002973282586612858	3.026282018100637e-4	0.002212620456057745	0.0033132483663161952
55-64	Cervix	I	1.397239484818622	0.12435909209728126	-5.128778491357336	0.4780330627737376	0.9307575908766287	0.0181715288344703	0.8843293739428865	0.9560569291007278	5.847045354062399e-4	1.3651294420053957e-4	2.7651504705360956e-4	8.188593123537556e-4
55-64	Cervix	II	1.456638218305406	0.08207085222898845	-5.181712038885955	0.3512555088547947	0.7983003974995997	0.02491244869610091	0.7472842731842105	0.8452533624978561	0.0011649120898107566	2.3495120290409653e-4	7.206476741337351e-4	0.001644651466327231
55-64	Cervix	III	1.3003201784682918	0.042345441841728365	-4.256171266777709	0.16061127735366243	0.552773235933643	0.022960481027015797	0.5100002984628581	0.5985407810654496	0.0015799485837571584	2.838456200285812e-4	0.0011051574939033857	0.0021962567445227505
55-64	Cervix	IV	0.9887995321533056	0.029404993801629496	-2.582477331904144	0.08932694650012711	0.20530440307106862	0.017000303148403288	0.1737269160606787	0.24065914859604234	0.0021722691047678616	4.7383445651222826e-4	0.0013815827375537864	0.00315699457338469
65-74	Cervix	I	1.2455117131805697	0.1359426467314829	-5.002771993280419	0.5091275254098346	0.8636799484285351	0.0371618901586154	0.7879081774364899	0.9297987930358711	2.9139628988882564e-4	2.2978577194917324e-4	1.0527602537746315e-5	8.339880288097126e-4
65-74	Cervix	II	1.3987079666216098	0.10316043814430209	-5.323149698654111	0.39675282004280293	0.6710893222266101	0.047774359340745656	0.577075530028817	0.7618977561081184	7.753326658613371e-4	4.1748009374497177e-4	7.012571656781534e-5	0.001673343100095961
65-74	Cervix	III	1.1118261828133353	0.05503213263229537	-3.589258233047474	0.19096142146128703	0.522396826521166	0.03791575990372019	0.4440120066218373	0.5898910853739207	0.0014842394913717593	5.236265558729701e-4	4.6108383309800913e-4	0.002528701913777158
